chr	start	end	seq	strand	read_count	mapq	read_count_1	mapq_1	read_count_2	mapq_2	experiment	replicate	genotype	launch_pad_location	insert	sample_type	sorted_gate	pool_nr	sample_name	ctrl_lib_nr	name	genotype_for_title
chr2	166357127	166357128	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_303	
chr2	167094726	167094727	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_304	
chr2	168045801	168045802	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_305	
chr2	172962444	172962445	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_306	
chr2	173619489	173619490	TA	+	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_307	
chr2	173782692	173782693	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_308	
chr2	175168384	175168385	TA	-	1	21	0	-	1	21	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_309	
chr1	46159619	46159620	TA	-	1	25	0	-	1	25	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_31	
chr2	178625541	178625542	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_310	
chr2	179440560	179440561	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_311	
chr2	180302262	180302263	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_312	
chr2	181183655	181183656	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_313	
chr3	3324815	3324816	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_314	
chr3	5206466	5206467	TA	-	2	42	2	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_315	
chr3	7161104	7161105	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_316	
chr3	7234618	7234619	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_317	
chr3	8061559	8061560	TA	-	2	42	0	-	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_318	
chr3	8090256	8090257	TA	-	1	18	1	18	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_319	
chr1	49624586	49624587	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_32	
chr3	8577121	8577122	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_320	
chr3	8578047	8578048	TA	-	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_321	
chr3	9525341	9525342	TA	-	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_322	
chr3	10359255	10359256	TA	+	3	42	3	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_323	
chr3	10745520	10745521	TA	-	1	22	0	-	1	22	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_324	
chr3	10811744	10811745	TA	+	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_325	
chr3	11073817	11073818	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_326	
chr3	14606575	14606576	TA	+	1	40	0	-	1	40	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_327	
chr3	14947159	14947160	TA	+	3	42	0	-	3	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_328	
chr3	15909170	15909171	TA	+	1	35	0	-	1	35	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_329	
chr1	51057315	51057316	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_33	
chr3	17101676	17101677	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_330	
chr3	17428791	17428792	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_331	
chr3	17533621	17533622	TA	-	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_332	
chr3	17737877	17737878	TA	-	6	39	2	25.5	4	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_333	
chr3	18058105	18058106	TA	-	2	33	2	33	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_334	
chr3	18597481	18597482	TA	-	1	32	0	-	1	32	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_335	
chr3	19623287	19623288	TA	+	1	36	0	-	1	36	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_336	
chr3	20709191	20709192	TG	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_337	
chr3	20709196	20709197	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_338	
chr3	21400788	21400789	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_339	
chr1	51888037	51888038	TA	+	1	24	1	24	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_34	
chr3	22193170	22193171	TA	+	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_340	
chr3	25087769	25087770	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_341	
chr3	27184921	27184922	TA	-	3	42	1	42	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_342	
chr3	27272634	27272635	TA	+	2	33	0	-	2	33	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_343	
chr3	27287302	27287303	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_344	
chr3	27464567	27464568	TA	-	3	42	0	-	3	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_345	
chr3	27539109	27539110	TA	-	2	41	1	42	1	40	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_346	
chr3	28637846	28637847	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_347	
chr3	28728029	28728030	TA	-	1	40	0	-	1	40	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_348	
chr3	29641461	29641462	TA	-	1	40	0	-	1	40	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_349	
chr1	54366633	54366634	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_35	
chr3	30817740	30817741	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_350	
chr3	31756489	31756490	TA	+	3	24	2	31	1	24	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_351	
chr3	31886335	31886336	TA	+	1	40	0	-	1	40	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_352	
chr3	31906188	31906189	TA	+	2	42	1	42	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_353	
chr3	32381063	32381064	TA	-	1	23	1	23	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_354	
chr3	32502169	32502170	TA	-	2	42	2	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_355	
chr3	32910878	32910879	TA	-	2	42	0	-	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_356	
chr3	33722499	33722500	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_357	
chr3	33792286	33792287	TA	+	6	34	4	33	2	34	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_358	
chr3	33825388	33825389	TA	-	2	42	0	-	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_359	
chr1	57692792	57692793	TA	+	3	42	2	42	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_36	
chr3	33914191	33914192	TA	+	4	41	0	-	4	41	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_360	
chr3	33921197	33921198	TA	+	3	42	2	42	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_361	
chr3	33949493	33949494	TA	-	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_362	
chr3	33989757	33989758	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_363	
chr3	33990160	33990161	TA	+	3	42	3	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_364	
chr3	33997084	33997085	TA	+	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_365	
chr3	34008689	34008690	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_366	
chr3	34013707	34013708	TA	-	5	42	1	42	4	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_367	
chr3	34036974	34036975	TA	+	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_368	
chr3	34080993	34080994	TA	+	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_369	
chr1	58482202	58482203	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_37	
chr3	34087347	34087348	TA	-	6	42	0	-	6	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_370	
chr3	34129517	34129518	TA	+	2	42	1	42	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_371	
chr3	34174837	34174838	TA	-	2	41	2	41	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_372	
chr3	34184639	34184640	TA	-	1	14	1	14	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_373	
chr3	34192961	34192962	TA	-	2	41	2	41	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_374	
chr3	34200096	34200097	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_375	
chr3	34225636	34225637	TA	-	1	40	0	-	1	40	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_376	
chr3	34229213	34229214	TA	-	2	42	0	-	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_377	
chr3	34234876	34234877	TA	-	3	42	1	42	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_378	
chr3	34263336	34263337	TG	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_379	
chr1	58980357	58980358	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_38	
chr3	34263339	34263340	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_380	
chr3	34283205	34283206	TA	+	5	42	3	42	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_381	
chr3	34285053	34285054	TA	-	5	42	0	-	5	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_382	
chr3	34288026	34288027	TA	-	2	41	2	41	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_383	
chr3	34305794	34305795	TA	-	2	42	0	-	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_384	
chr3	34318755	34318756	TA	-	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_385	
chr3	34322027	34322028	TA	+	3	42	1	42	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_386	
chr3	34328325	34328326	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_387	
chr3	34386158	34386159	TA	-	2	42	0	-	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_388	
chr3	34398479	34398480	TA	-	3	42	2	42	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_389	
chr1	59085005	59085006	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_39	
chr3	34439360	34439361	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_390	
chr3	34439940	34439941	TA	+	2	42	0	-	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_391	
chr3	34444367	34444368	TA	+	11	42	4	42	7	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_392	
chr3	34453134	34453135	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_393	
chr3	34459590	34459591	TA	+	2	36.5	1	42	1	31	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_394	
chr3	34466485	34466486	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_395	
chr3	34479456	34479457	TA	-	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_396	
chr3	34493893	34493894	TA	+	2	42	0	-	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_397	
chr3	34552524	34552525	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_398	
chr3	34554731	34554732	TA	+	3	40	0	-	3	40	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_399	
chr1	8154798	8154799	TA	-	1	24	0	-	1	24	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_4	
chr1	62808216	62808217	TA	+	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_40	
chr3	34571454	34571455	TA	-	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_400	
chr3	34598447	34598448	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_401	
chr3	34598479	34598480	TA	+	2	33	1	42	1	24	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_402	
chr3	34599973	34599974	TA	-	2	42	1	42	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_403	
chr3	34600308	34600309	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_404	
chr3	34600723	34600724	TA	-	2	33	1	42	1	24	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_405	
chr3	34602067	34602068	TA	-	2	42	2	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_406	
chr3	34607171	34607172	TA	+	3	42	0	-	3	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_407	
chr3	34615818	34615819	TA	+	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_408	
chr3	34616927	34616928	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_409	
chr1	63448728	63448729	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_41	
chr3	34616931	34616932	TA	+	4	34	0	-	4	34	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_410	
chr3	34617758	34617759	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_411	
chr3	34617957	34617958	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_412	
chr3	34622389	34622390	TA	+	2	42	0	-	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_413	
chr3	34631713	34631714	TA	+	2	33	0	-	2	33	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_414	
chr3	34640640	34640641	TA	-	2	28.5	1	42	1	15	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_415	
chr3	34641480	34641481	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_416	
chr3	34641884	34641885	TA	+	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_417	
chr3	34642443	34642444	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_418	
chr3	34642864	34642865	TA	-	2	42	2	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_419	
chr1	64371920	64371921	TA	-	1	22	0	-	1	22	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_42	
chr3	34643264	34643265	TA	+	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_420	
chr3	34643961	34643962	TA	+	1627	42	680	42	947	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_421	
chr3	34643961	34643962	TA	+	1	23	0	-	1	23	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_422	
chr3	34643961	34643962	TA	+	1	40	0	-	1	40	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_423	
chr3	34644250	34644251	TA	-	1	42	0	-	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_424	
chr3	34644368	34644369	TA	+	2	33	2	33	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_425	
chr3	34644383	34644384	TA	+	6	42	1	42	5	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_426	
chr3	34644395	34644396	TA	+	3	42	2	42	1	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_427	
chr3	34644532	34644533	TA	-	3	42	1	42	2	42	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_428	
chr3	34644613	34644614	TA	+	1	23	0	-	1	23	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_429	
chr1	66640703	66640704	TA	+	1	42	1	42	0	-	E2712	rep4	WT	-116 kb	Sox2P	sorted pool	P4	NA	Sox2P-reporter -116 kb, population P4 50Kpool rep4		insert_43	
